Layer_no,Layer_class,Layer_name,Neurons,Additions,Multiplications,Divisions,Comparasions,Connections
0,InputLayer,inputLayer,97200,0,0,0,0,0
1,RandomFlip,random_flip,0,0,0,0,0,0
2,RandomRotation,random_rotation,0,0,0,0,0,0
3,RandomTranslation,random_translation,0,0,0,0,0,0
4,RandomZoom,random_zoom,0,0,0,0,0,0
5,RandomContrast,random_contrast,0,0,0,0,0,0
6,GaussianNoise,gaussian_noise,0,0,0,0,0,0
